year,country,iso,pop,rgdpbarro,gdp,iy,cpi,ca,stir,ltrate,stocks,pubgdp,crisisJST,tloans,bassets2,lrgdp,lstocks,lcpi,cay,lpop,lloans,rprv,rpub,rtot,prvgdp,totgdp,bassgdp,riy,lriy,dlrgdp,dlriy,dlcpi,dlrcon,drprv,drpub,ldrprv,ldrpub,ldlrgdp,ldlcpi,ldlriy,lstir,lltrate,lcay,pk_nber,th_nber,rcn_nber,war,bb,rcn_bb,pk_bb,th_bb,pk_norm,pk_fin,pk_glob,pk_comb,ar_lrgdp_bb,ax_lrgdp_bb,dr_lrgdp_bb,dx_lrgdp_bb,rr_lrgdp_bb,rx_lrgdp_bb,ar_rprv_bb,ax_rprv_bb,dr_rprv_bb,dx_rprv_bb,rr_rprv_bb,rx_rprv_bb,ar_rpub_bb,ax_rpub_bb,dr_rpub_bb,dx_rpub_bb,rr_rpub_bb,rx_rpub_bb,ccode,ar_rtot_bb,ax_rtot_bb,dr_rtot_bb,dx_rtot_bb,rr_rtot_bb,rx_rtot_bb,srx_prv,srx_pub,f1war,l1war,f2war,l2war,f3war,f4war,f5war,war5f2l,core
1870,Australia,AUS,1775,13.6702,163.4,.1092656,2.708333,-22.08,488,487.8,.0316157828236648,,0,54.792,,2.6152182,-3.4540989,.9963333,-13.512852,7.4815559,4.0035443,-4.4743447,,,.33532435,,,1.4936826,.40124464,,,,,,,,,,,,,,,0,0,0,0,2.6152182,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,,0,,0,0,0,0,1
1871,Australia,AUS,1675,13.7697,156.8,.1045791,2.666667,-6.64,459.9999999999999,467.29,.0771708310400896,,0,53.748,,2.6224706,-2.5617337,.98082936,-4.234694,7.4235682,3.9843066,-4.4200912,,,.34278062,,,1.4400228,.36465895,.72524548,-3.6585689,-1.5503943,,5.4253578,,,,,,,488,487.79999,-13.512852,0,0,0,0,2.6224706,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,,0,0,0,0,1
1872,Australia,AUS,1722,14.8638,187.2,.130438,2.541667,-6.92,459.9999999999999,469.48,.085715048214339,,0,55.822,,2.6989288,-2.4567268,.93282014,-3.6965814,7.4512415,4.0221682,-4.3618937,,,.29819444,,,1.9388044,.66207147,7.6458216,29.741251,-4.8009214,,5.8197498,,5.4253578,,.72524548,-1.5503943,-3.6585689,460,467.29001,-4.234694,0,0,0,0,2.6989288,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1873,Australia,AUS,1769,16.0249,217.4,.1249862,2.541667,-24.82,439.9999999999999,471.7,.0976233445006246,,0,65.38000000000001,81.752,2.7741437,-2.3266387,.93282014,-11.416743,7.4781699,4.1802163,-4.2307739,,,.30073598,,.37604415,2.0028913,.69459176,7.5214863,3.2520294,0,,13.111973,,5.8197498,,7.6458216,-4.8009214,29.741251,460,469.48001,-3.6965814,1,0,0,0,2.7741437,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1874,Australia,AUS,1822,16.0731,219.4,.1419599,2.666667,-19.02,450,460.83,.1011054537141514,,0,71.47799999999999,88.39400000000001,2.7771471,-2.2915912,.98082936,-8.6690979,7.50769,4.2693896,-4.2191296,,,.32578853,,.4028897,2.2817357,.82493639,.30033588,13.034463,4.8009214,,1.1644363,,13.111973,,7.5214863,0,3.2520294,440,471.70001,-11.416743,0,0,1,0,2.7771471,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1875,Australia,AUS,1874,17.3811,237.6,.160564,2.75,-20.34,459.9999999999999,459,.1111368150584334,,0,79.95399999999999,97.852,2.8553834,-2.1969934,1.011601,-8.560606,7.5358305,4.3814516,-4.1659799,,,.33650672,,.41183501,2.7907789,1.0263207,7.8236341,20.138432,3.0771613,,5.31497,,1.1644363,,.30033588,4.8009214,13.034463,450,460.82999,-8.6690979,0,0,1,0,2.8553834,0,1,0,1,0,0,1,0,,0,,,,0,,0,,,,0,,0,,,,1,0,,0,,,,,,0,0,0,0,0,0,0,0,1
1876,Australia,AUS,1929,16.8149,235.6,.1678778,2.791667,-17.12,459.9999999999999,449,.1117764514040935,,0,86.206,106.062,2.8222654,-2.1912544,1.0266389,-7.2665534,7.5647569,4.4567399,-4.134656,,,.36589983,,.45017827,2.8228483,1.0377464,-3.311801,1.1425734,1.5037894,,3.132391,,5.31497,,7.8236341,3.0771613,20.138432,460,459,-8.560606,0,0,1,0,2.8222654,1,0,1,0,0,0,0,-.03311801,0,1,0,-.03311801,,.03132391,0,1,0,.03132391,,,0,1,0,,,1,,0,1,0,,,,,0,0,0,0,0,0,0,0,1
1877,Australia,AUS,1995,16.94,242,.2099336,2.875,-24.3,450,434.9999999999999,.1172133603422039,,0,101.036,118.73,2.8296776,-2.1437595,1.0560527,-10.041323,7.5983992,4.6154771,-4.0389748,,,.41750413,,.49061984,3.5562751,1.2687137,.74121952,23.096729,2.9413819,,9.568119,,3.132391,,-3.311801,1.5037894,1.1425734,460,449,-7.2665534,0,0,1,0,2.8296776,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1878,Australia,AUS,2062,17.9869,252.4,.181141,2.833333,-25.22,480,446,.1133755422682436,,0,106.648,122.76,2.8896437,-2.1770496,1.0414537,-9.9920759,7.6314316,4.6695337,-4.0033517,,,.42253566,,.48637083,3.2581651,1.1811641,5.9966087,-8.7549572,-1.4598966,,3.5623074,,9.568119,,.74121952,2.9413819,23.096729,450,435,-10.041323,0,0,1,0,2.8896437,0,1,0,1,0,0,1,0,.067378283,0,2,,.033689141,0,.13130426,0,2,,.065652132,0,,0,2,,,1,0,,0,2,,,2.8317914,,0,0,0,0,0,0,0,0,1
1879,Australia,AUS,2127,17.6727,257.2,.1615086,2.75,-20.52,490.0000000000001,450,.0972247245403274,,0,102.726,122.886,2.872021,-2.3307302,1.011601,-7.9782271,7.662468,4.6320653,-4.0420036,,,.39940125,,.47778383,2.8542931,1.0488242,-1.7622709,-13.233995,-2.9852748,,-3.8651943,,3.5623074,,5.9966087,-1.4598966,-8.7549572,480,446,-9.9920759,0,1,1,0,2.872021,1,0,1,0,0,0,0,-.017622709,0,1,0,-.017622709,,-.038651943,0,1,0,-.038651943,,,0,1,0,,,1,,0,1,0,,,,,0,0,0,0,0,0,0,0,1
1880,Australia,AUS,2197,18.0218,276.2,.1764724,2.666667,-7.66,470,412,.1074589060708881,.449689,0,94.008,120.442,2.8915823,-2.2306468,.98082936,-2.7733526,7.6948481,4.5433798,-4.1322975,-3.8537512,-7.9860487,.34036204,.79005104,.43606806,3.1803503,1.1569914,1.9561291,10.816717,-3.0771613,,-9.0293884,,-3.8651943,,-1.7622709,-2.9852748,-13.233995,490,450,-7.9782271,0,0,0,0,2.8915823,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1881,Australia,AUS,2269,18.7577,290.5,.2123455,2.625,-29.78,470,384,.1268079055271046,.450799,0,115.8,141.6,2.9316044,-2.0650818,.96508092,-10.251291,7.7270947,4.7518644,-3.9403112,-3.8173058,-7.757617,.39862305,.84942204,.48743546,3.9831133,1.3820637,4.0022135,22.507238,-1.5748441,,19.198631,3.6445379,-9.0293884,,1.9561291,-3.0771613,10.816717,470,412,-2.7733526,0,0,0,0,2.9316044,0,1,0,1,0,0,1,0,.059583426,0,2,,.029791713,0,.10169244,0,2,,.050846219,0,,0,2,,,1,0,,0,2,,,-.038909912,,0,0,0,0,0,0,0,0,1
1882,Australia,AUS,2348,17.0487,313.2,.1805267,2.666667,-39.48,450,389,.1346434507614402,.439071,0,144.204,167.248,2.8360739,-2.005125,.98082936,-12.605365,7.7613192,4.9712291,-3.7709193,-3.8184006,-7.5893202,.46042144,.89949244,.53399742,3.0777454,1.1241974,-9.553051,-25.786638,1.5748441,,16.939186,-.10948181,19.198631,3.6445379,4.0022135,-1.5748441,22.507238,470,384,-10.251291,1,0,0,0,2.8360739,1,0,1,0,0,0,0,-.09553051,0,1,0,-.09553051,,.16939187,0,1,0,.16939187,,-.0010948181,0,1,0,-.0010948181,,1,.16829681,0,1,0,.16829681,,,,0,0,0,0,0,0,0,0,1
1883,Australia,AUS,2447,18.8535,327.1,.187123,2.958333,-34.76,470,420,.1515938139214315,.490721,0,156.068,178.16,2.9366987,-1.8865507,1.084626,-10.626719,7.802618,5.050292,-3.836952,-3.8088577,-7.6458097,.47712627,.96784729,.54466522,3.5279236,1.2607095,10.06248,13.651217,10.37966,,-6.6032648,.9542942,16.939186,-.10948181,-9.553051,1.5748441,-25.786638,450,389,-12.605365,0,0,1,0,2.9366987,0,1,0,1,0,0,1,0,.1006248,0,1,,.1006248,0,-.066032648,0,1,,-.066032648,0,.009542942,0,1,,.009542942,1,0,-.056489468,0,1,,-.056489468,1.6704828,5.165,0,0,0,0,0,0,0,0,1
1884,Australia,AUS,2556,18.098,335.3,.2035062,3,-38.86,490.0000000000001,417,.1616680863655773,.569454,0,166.832,196.416,2.8958015,-1.82221,1.0986123,-11.589621,7.846199,5.1169872,-3.8278241,-3.692863,-7.5206871,.49756038,1.0670143,.58579183,3.6830552,1.3037426,-4.0897131,4.3033123,1.3986349,,.91278553,11.599469,-6.6032648,.9542942,10.06248,10.37966,13.651217,470,420,-10.626719,0,0,1,0,2.8958015,1,0,1,0,0,0,0,-.040897131,0,1,0,-.040897131,,.0091278553,0,1,0,.0091278553,,.11599469,0,1,0,.11599469,,1,.12512255,0,1,0,.12512255,,,,0,0,0,0,0,0,0,0,1
1885,Australia,AUS,2650,18.6154,343.5,.1862147,3,-56.46,480,420,.1637469044889724,.61768,0,184.046,214.372,2.9239893,-1.8094333,1.0986123,-16.436682,7.8823147,5.2151856,-3.7657413,-3.6235247,-7.389266,.53579623,1.1534762,.62408149,3.4664612,1.2431343,2.8187752,-6.0608387,0,,6.2082767,6.9338322,.91278553,11.599469,-4.0897131,1.3986349,4.3033123,490,417,-11.589621,0,1,1,0,2.9239893,0,1,0,1,0,0,1,0,.028187752,0,1,,.028187752,0,.062082767,0,1,,.062082767,0,.069338322,0,1,,.069338322,1,0,.13142109,0,1,,.13142109,3.8235843,4.8225999,0,0,0,0,0,0,0,0,1
1886,Australia,AUS,2741,18.2112,358.3,.2182139,3,-52.46,470,411.0000000000001,.1659856316987826,.657031,0,191.218,222.888,2.9020369,-1.7958541,1.0986123,-14.641362,7.9160781,5.2534142,-3.7612762,-3.5533438,-7.31462,.53368127,1.1907123,.62207091,3.973937,1.3797573,-2.1952391,13.662302,0,,.44651031,7.0180893,6.2082767,6.9338322,2.8187752,0,-6.0608387,480,420,-16.436682,0,0,0,0,2.9020369,1,0,1,0,0,0,0,-.021952391,0,1,0,-.021952391,,.0044651031,0,1,0,.0044651031,,.070180893,0,1,0,.070180893,,1,.074645996,0,1,0,.074645996,,,,0,0,0,0,0,0,0,0,1
1887,Australia,AUS,2835,19.5265,381.3,.2019936,2.916667,-38.34,459.9999999999999,370.37,.1794179949576436,.634068,0,198.792,238.148,2.9717724,-1.718037,1.0704415,-10.055075,7.9497972,5.2922592,-3.7279794,-3.5322514,-7.260231,.52135324,1.1554213,.62456858,3.9442279,1.3722532,6.9735527,-.75041056,-2.8170824,,3.3296824,2.1092415,.44651031,7.0180893,-2.1952391,0,13.662302,470,411,-14.641362,1,0,0,0,2.9717724,0,1,0,1,0,0,1,0,.069735527,0,1,,.069735527,0,.033296824,0,1,,.033296824,0,.021092415,0,1,,.021092415,1,0,.054389,0,1,,.054389,-1.2328029,-2.2962999,0,0,0,0,0,0,0,0,1
1888,Australia,AUS,2932,18.9684,405.7,.210911,2.791667,-51.48,459.9999999999999,370.37,.2144380848825313,.623749,0,230.834,269.12,2.9427745,-1.5397342,1.0266389,-12.689179,7.9834399,5.441699,-3.5683799,-3.4764721,-7.0448523,.56897706,1.192726,.6633473,4.0006442,1.3864554,-2.8997898,1.4202237,-4.3802619,,15.959954,5.5779219,3.3296824,2.1092415,6.9735527,-2.8170824,-.75041056,460,370.37,-10.055075,0,1,1,0,2.9427745,1,0,1,0,0,0,0,-.028997898,0,1,0,-.028997898,,.15959954,0,1,0,.15959954,,.055779219,0,1,0,.055779219,,1,.21537876,0,1,0,.21537876,,,,0,0,0,0,0,0,0,0,1
1889,Australia,AUS,3022,20.0237,418.8,.1861224,2.791667,-52.3,450,366.97,.2294695390055424,.661268,0,247.648,287.97,2.9969165,-1.471985,1.0266389,-12.488061,8.0136738,5.5120082,-3.5283046,-3.4165154,-6.9448199,.59132761,1.2525957,.68760747,3.7268591,1.3155658,5.4141998,-7.0889592,0,,4.0075302,5.9956789,15.959954,5.5779219,-2.8997898,-4.3802619,1.4202237,460,370.37,-12.689179,0,0,0,0,2.9969165,0,1,0,1,0,0,1,0,.054141998,0,1,,.054141998,0,.040075302,0,1,,.040075302,0,.059956789,0,1,,.059956789,1,0,.10003233,0,1,,.10003233,2.235055,3.7519,0,0,0,0,0,0,0,0,1
1890,Australia,AUS,3107,18.7695,409.1,.1699273,2.791667,-52.72,430,373.83,.2082016305123458,.714444,0,259.628,302.682,2.9322331,-1.5692483,1.0266389,-12.886826,8.0414133,5.5592499,-3.5088024,-3.3903432,-6.8991456,.63463211,1.3490762,.73987287,3.1894505,1.1598487,-6.4683437,-15.571713,0,,1.9502163,2.6172161,4.0075302,5.9956789,5.4141998,0,-7.0889592,450,366.97,-12.488061,1,0,0,0,2.9322331,1,0,1,0,0,0,0,-.064683437,0,1,0,-.064683437,,.019502163,0,1,0,.019502163,,.026172161,0,1,0,.026172161,,1,.045674324,0,1,0,.045674324,,,,0,0,0,0,0,0,0,0,1
1891,Australia,AUS,3196,19.6738,373.7,.1954487,2.75,-34.16,430,380.95,.1944494490806548,.831654,0,264.2739999999999,305.724,2.9792879,-1.637583,1.011601,-9.1410217,8.0696554,5.5769863,-3.5042701,-3.3421419,-6.8464117,.70718223,1.5388362,.81810009,3.8452187,1.3468305,4.7054768,18.698179,-1.5037894,,.45323372,4.8201323,1.9502163,2.6172161,-6.4683437,0,-15.571713,430,373.82999,-12.886826,0,1,1,0,2.9792879,0,1,0,0,1,0,1,0,.047054768,0,1,,.047054768,0,.0045323372,0,1,,.0045323372,0,.048201323,0,1,,.048201323,1,0,.052733898,0,1,,.052733898,7.2550116,11.721,0,0,0,0,0,0,0,0,1
1892,Australia,AUS,3274,16.7757,323.9,.1367057,2.708333,-26.76,430,380.95,.1782986313527386,.995659,0,261.668,304.174,2.8199315,-1.7242954,.9963333,-8.2618093,8.0937681,5.5670767,-3.5230248,-3.3140171,-6.8370419,.80786663,1.8035257,.93909848,2.2933338,.83000654,-15.935636,-51.682396,-1.526767,,-1.8754721,2.8124809,.45323372,4.8201323,4.7054768,-1.5037894,18.698179,430,380.95001,-9.1410217,0,0,0,0,2.8199315,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1893,Australia,AUS,3334,15.5462,301.3,.1115229,2.625,-7.78,420,384.62,.1635869954025575,1.11957,1,235.184,280.864,2.7438161,-1.8104104,.96508092,-2.582144,8.111928,5.4603682,-3.6166408,-3.2559578,-6.8725986,.78056425,1.9001342,.93217391,1.7337573,.55029088,-7.611537,-27.971565,-3.1252384,,-9.3616009,5.8059216,-1.8754721,2.8124809,-15.935636,-1.526767,-51.682396,430,380.95001,-8.2618093,1,0,0,0,2.7438161,1,0,1,0,0,0,0,-.23547173,0,2,0,-.11773586,,-.11237073,0,2,0,-.056185365,,.086184025,0,2,0,.043092012,,1,-.026186943,0,2,0,-.013093472,,,,0,0,0,0,0,0,0,0,1
1894,Australia,AUS,3395,15.7924,288.9,.1194606,2.458333,-14,390,350,.1595892682421822,1.18711,0,223.326,271.41,2.7595289,-1.8351518,.8994835,-4.8459673,8.1300592,5.4086328,-3.6209099,-3.1919403,-6.81285,.77302182,1.9601318,.93946004,1.8865696,.63476014,1.5712738,8.4469261,-6.5597415,,-.42691231,6.4017534,-9.3616009,5.8059216,-7.611537,-3.1252384,-27.971565,420,384.62,-2.582144,0,1,1,0,2.7595289,0,1,0,0,1,0,1,0,.015712738,0,1,,.015712738,0,-.0042691231,0,1,,-.0042691231,0,.064017534,0,1,,.064017534,1,0,.05974865,0,1,,.05974865,-.75424314,6.7540002,0,0,0,0,0,0,0,0,1
1895,Australia,AUS,3460,14.6031,300.3,.110825,2.291667,-23.48,359.9999999999999,307,.1688639952542529,1.1475,0,207.882,258.902,2.6812339,-1.7786616,.82927948,-7.8188477,8.149024,5.3369708,-3.6413326,-3.1359358,-6.7772684,.69224775,1.8397478,.86214453,1.6183885,.48143092,-7.8294992,-15.332922,-7.020402,,-2.0422697,5.6004524,-.42691231,6.4017534,1.5712738,-6.5597415,8.4469261,390,350,-4.8459673,1,0,0,0,2.6812339,1,0,1,0,0,0,0,-.078294992,0,1,0,-.078294992,,-.020422697,0,1,0,-.020422697,,.056004524,0,1,0,.056004524,,1,.035581589,0,1,0,.035581589,,,,0,0,0,0,0,0,0,0,1
1896,Australia,AUS,3523,15.4458,313.1,.129618,2.291667,-28.66,330,300,.1883729037968844,1.13312,0,205.668,259.516,2.7373371,-1.6693318,.82927948,-9.1536255,8.1670685,5.3262634,-3.6700845,-3.1248505,-6.7949352,.65687639,1.7899964,.82885981,2.0020537,.69417351,5.610323,21.27426,0,,-2.875185,1.1085272,-2.0422697,5.6004524,-7.8294992,-7.020402,-15.332922,360,307,-7.8188477,0,0,1,0,2.7373371,0,1,0,1,0,0,1,0,.05610323,0,1,,.05610323,0,-.02875185,0,1,,-.02875185,0,.011085272,0,1,,.011085272,1,0,-.017666817,0,1,,-.017666817,-3.5371363,-1.438,0,0,0,0,0,0,0,0,1
1897,Australia,AUS,3586,14.3153,331.5,.1004498,2.291667,-33.78,310,322,.1795779040440587,1.08965,0,196.532,245.732,2.6613288,-1.7171462,.82927948,-10.190045,8.1847925,5.2808251,-3.7332468,-3.1245875,-6.8578343,.59285671,1.6825067,.74127299,1.437969,.36323169,-7.600832,-33.094181,0,,-6.3162327,.026297569,-2.875185,1.1085272,5.610323,0,21.27426,330,300,-9.1536255,0,1,1,0,2.6613288,1,0,1,0,0,0,0,-.07600832,0,1,0,-.07600832,,-.063162327,0,1,0,-.063162327,,.00026297569,0,1,0,.00026297569,,1,-.062899113,0,1,0,-.062899113,,,,0,0,0,0,0,0,0,0,1
1898,Australia,AUS,3642,16.3189,359.6,.1270017,2.25,-49.16,300,300,.1861341765870742,1.01888,0,183.974,232.258,2.7923238,-1.6812875,.81093019,-13.670746,8.2002878,5.2147946,-3.7964234,-3.1075218,-6.903945,.51160735,1.5304873,.64587873,2.0725281,.72876918,13.099504,36.553749,-1.834929,,-6.3176632,1.7065763,-6.3162327,.026297569,-7.600832,0,-33.094181,310,322,-10.190045,0,0,0,0,2.7923238,0,1,0,1,0,0,1,0,.13099504,0,1,,.13099504,0,-.063176632,0,1,,-.063176632,0,.017065763,0,1,,.017065763,1,0,-.04611063,0,1,,-.04611063,-8.1249352,-7.0770001,0,0,0,0,0,0,0,0,1
1899,Australia,AUS,3691,16.0994,370.6,.1274656,2.375,-17.26,310,312,.2048435396976307,1.01022,0,178.988,228.26,2.7787819,-1.5855088,.86499745,-4.6573124,8.2136526,5.1873188,-3.8913312,-3.1533587,-7.0446901,.48296815,1.4931881,.61592013,2.0521197,.71887326,-1.3541937,-.98959208,5.4067254,,-9.4907761,-4.5836926,-6.3176632,1.7065763,13.099504,-1.834929,36.553749,300,300,-13.670746,1,0,0,0,2.7787819,1,0,1,0,0,0,0,-.013541937,0,1,0,-.013541937,,-.094907761,0,1,0,-.094907761,,-.045836926,0,1,0,-.045836926,,1,-.14074516,0,1,0,-.14074516,,,,0,0,0,0,0,0,0,0,1
1900,Australia,AUS,3741,16.8378,379.6,.1210629,2.416667,-20.68,310,334,.2169966302651716,1.01429,0,181.37,233.46,2.8236263,-1.5278734,.88238931,-5.4478397,8.227108,5.2005391,-3.9089582,-3.1561904,-7.0651484,.47779241,1.4920824,.6150158,2.0384328,.71218127,4.4844389,-.66919923,1.739186,,-1.7627001,-.28316975,-9.4907761,-4.5836926,-1.3541937,5.4067254,-.98959208,310,312,-4.6573124,0,1,1,0,2.8236263,0,1,0,1,0,0,1,0,.044844389,0,1,,.044844389,0,-.017627001,0,1,,-.017627001,0,-.0028316975,0,1,,-.0028316975,1,0,-.020458221,0,1,,-.020458221,-.51757395,.40700001,0,0,0,0,0,0,0,0,1
1901,Australia,AUS,3795,16.0946,398.8,.1312649,2.458333,-18.79,288,383,.2160371757466815,1.04664,0,182.96,233.524,2.7784839,-1.5323048,.8994835,-4.7116351,8.2414398,5.2092676,-3.9316556,-3.1068783,-7.0385342,.45877632,1.5054163,.5855667,2.1126561,.74794596,-4.5142412,3.5764694,1.7094195,,-2.2697449,4.9312115,-1.7627001,-.28316975,4.4844389,1.739186,-.66919923,310,334,-5.4478397,0,0,0,0,2.7784839,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1902,Australia,AUS,3850,16.0259,391.6,.1554054,2.625,-24.4,288,357,.2171565393515866,1.10754,0,182.406,233.268,2.7742062,-1.5271368,.96508092,-6.2308478,8.2558289,5.2062349,-4.0146747,-3.1485276,-7.1632023,.46579674,1.5733367,.59567928,2.4905114,.9124881,-.42777061,16.454214,6.5597415,.92520714,-8.3019018,-4.1649342,-2.2697449,4.9312115,-4.5142412,1.7094195,3.5764694,288,383,-4.7116351,1,0,0,0,2.7742062,1,0,1,0,0,0,0,-.049420118,0,2,0,-.024710059,,-.10571647,0,2,0,-.052858233,,.0076627731,0,2,0,.0038313866,,1,-.098053932,0,2,0,-.049026966,,,,0,0,0,0,0,0,0,0,1
1903,Australia,AUS,3896,17.102,448,.1588785,2.666667,-26.55,313.0000000000001,379,.2368253569806331,1.00586,0,184.358,232.08,2.8391955,-1.4404323,.98082936,-5.9263391,8.2677059,5.2168794,-4.0316558,-3.1378992,-7.1695547,.41151339,1.4173734,.51803571,2.7171402,.99957991,6.4989328,8.7091808,1.5748441,2.0985365,-1.6981125,1.0628462,-8.3019018,-4.1649342,-.42777061,6.5597415,16.454214,288,357,-6.2308478,0,0,1,0,2.8391955,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1904,Australia,AUS,3946,18.0304,444,.1160714,2.541667,-14.1,325,401,.2654490834489203,1.04089,0,182.28,227.566,2.8920593,-1.3263322,.93282014,-3.1756754,8.2804575,5.205544,-4.0077338,-3.0773768,-7.0851107,.41054055,1.4514306,.51253605,2.0928137,.73850942,5.2863836,-26.107048,-4.8009214,4.5058489,2.3921967,6.0522318,-1.6981125,1.0628462,6.4989328,1.5748441,8.7091808,313,379,-5.9263391,0,1,1,0,2.8920593,0,1,0,1,0,0,1,0,.11785316,0,2,,.058926582,0,.0069408417,0,2,,.0034704208,0,.07115078,0,2,,.03557539,1,0,.078091621,0,2,,.039045811,-2.7628093,-3.3325,0,0,0,0,0,0,0,0,1
1905,Australia,AUS,4004,17.9761,479,.1058559,2.541667,.25,325,345,.2852778101643818,.976255,0,178.254,227.968,2.8890431,-1.2542918,.93282014,.05219207,8.2950487,5.1832094,-4.0446596,-3.0801997,-7.1248593,.37213778,1.3483928,.47592485,1.9028763,.64336658,-.30162334,-9.5142841,0,1.4362097,-3.6925793,-.2822876,2.3921967,6.0522318,5.2863836,-4.8009214,-26.107048,325,401,-3.1756754,0,0,0,0,2.8890431,1,0,1,0,0,0,0,-.0030162334,0,1,0,-.0030162334,,-.036925793,0,1,0,-.036925793,,-.002822876,0,1,0,-.002822876,,1,-.039748669,0,1,0,-.039748669,,,,0,0,0,0,0,0,0,0,1
1906,Australia,AUS,4062,18.9361,538,.1106472,2.583333,5.9,325,338,.3057461732255033,.862684,0,181.94,235.536,2.9410701,-1.1850001,.94908041,1.0966543,8.3094311,5.2036772,-4.0548344,-3.1183598,-7.1731939,.33817843,1.2008624,.43779925,2.0952265,.73966169,5.2026987,9.6295118,1.6260266,-2.880168,-1.0174751,-3.8160086,-3.6925793,-.2822876,-.30162334,0,-9.5142841,325,345,.05219207,0,0,0,0,2.9410701,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1907,Australia,AUS,4127,19.4015,536,.133829,2.583333,8.050000000000001,319,357,.3161402638424791,.91033,0,194.662,251.482,2.9653504,-1.1515692,.94908041,1.5018656,8.3253059,5.2712646,-4.0031219,-3.0842004,-7.0873222,.36317536,1.2735053,.46918285,2.5964832,.95415795,2.428031,21.449625,0,11.238933,5.1712513,3.4159422,-1.0174751,-3.8160086,5.2026987,1.6260266,9.6295118,325,338,1.0966543,1,0,0,0,2.9653504,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1908,Australia,AUS,4197,19.7293,573,.141791,2.666667,.8,319,366,.3517999901130269,.856916,0,206.832,267.242,2.9821048,-1.0446925,.98082936,.13961606,8.3421249,5.3319068,-3.9910474,-3.1264839,-7.1175313,.36096334,1.2178793,.46639094,2.7974372,1.0287037,1.6754389,7.4545741,3.174895,-5.6156874,1.2074471,-4.2283535,5.1712513,3.4159422,2.428031,0,21.449625,319,357,1.5018656,0,1,1,0,2.9821048,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1909,Australia,AUS,4278,20.9612,623,.1308901,2.708333,-4.85,313.0000000000001,382,.3868200800379146,.8171929999999999,0,203.224,263.616,3.0426731,-.9497956,.9963333,-.7784912,8.3612413,5.3143086,-4.0432658,-3.1249082,-7.1681738,.32620224,1.1433952,.42313966,2.7436135,1.0092758,6.0568333,-1.9427896,1.5503943,-1.6512156,-5.2218437,.15757084,1.2074471,-4.2283535,1.6754389,3.174895,7.4545741,319,366,.13961606,0,0,0,0,3.0426731,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,1,0,0,0,0,,,,,0,0,0,0,0,0,1,1,
1910,Australia,AUS,4375,21.9478,684,.130016,2.75,2.9,313.0000000000001,364,.4036105341114908,.756781,0,207.768,277.676,3.0886669,-.90730488,1.011601,.4239766,8.3836622,5.336422,-4.0588412,-3.1459866,-7.2048278,.30375439,1.0605354,.40595907,2.8535652,1.0485692,4.5993805,3.9293408,1.526767,.66857338,-1.5575409,-2.1078348,-5.2218437,.15757084,6.0568333,1.5503943,-1.9427896,313,382,-.7784912,1,0,0,0,3.0886669,0,1,0,1,0,0,1,0,.19962382,0,5,,.039924763,0,-.014181614,0,5,,-.0028363229,0,-.065786839,0,5,,-.013157368,1,0,-.079968452,0,5,,-.01599369,-1.3676679,-4.3894801,0,0,0,0,0,1,1,1,
