year,country,iso,pop,rgdpbarro,gdp,iy,cpi,ca,stir,ltrate,stocks,pubgdp,crisisJST,tloans,bassets2,lrgdp,lstocks,lcpi,cay,lpop,lloans,rprv,rpub,rtot,prvgdp,totgdp,bassgdp,riy,lriy,dlrgdp,dlriy,dlcpi,dlrcon,drprv,drpub,ldrprv,ldrpub,ldlrgdp,ldlcpi,ldlriy,lstir,lltrate,lcay,pk_nber,th_nber,rcn_nber,war,bb,rcn_bb,pk_bb,th_bb,pk_norm,pk_fin,pk_glob,pk_comb,ar_lrgdp_bb,ax_lrgdp_bb,dr_lrgdp_bb,dx_lrgdp_bb,rr_lrgdp_bb,rx_lrgdp_bb,ar_rprv_bb,ax_rprv_bb,dr_rprv_bb,dx_rprv_bb,rr_rprv_bb,rx_rprv_bb,ar_rpub_bb,ax_rpub_bb,dr_rpub_bb,dx_rpub_bb,rr_rpub_bb,rx_rpub_bb,ccode,ar_rtot_bb,ax_rtot_bb,dr_rtot_bb,dx_rtot_bb,rr_rtot_bb,rx_rtot_bb,srx_prv,srx_pub,f1war,l1war,f2war,l2war,f3war,f4war,f5war,war5f2l,core
1984,Portugal,PRT,9996.230000000001,56.2743,3713422.58158782,.2848267936123531,48.80339128568363,-122848,2127.33,2150.25,4.477860308162486,.6433489999999999,0,2557348.5,4431454,4.0302382,1.4991453,3.8877997,-3.3082149,9.2099628,14.754481,1.6567187,1.588634,3.2453527,.68867695,1.332026,1.193361,16.028429,2.774364,-2.2516727,-12.950015,25.309086,-.13828278,-5.8969498,2.5439501,.096821785,10.371077,-.60868263,22.713638,-3.8158417,1824.42,1922.25,-6.4914494,0,0,0,0,4.0302382,1,0,1,0,0,0,0,-.028603554,0,2,0,-.014301777,,-.05800128,0,2,0,-.02900064,,.12915027,0,2,0,.064575136,,15,.071148872,0,2,0,.035574436,,,,0,0,0,0,0,0,0,0,1
1985,Portugal,PRT,10023.6,57.728,4558617.94035047,.2695695059401166,58.36910638906776,21037,2016.67,2074.83,12.16431692346874,.627008,0,2808953.25,5355676,4.0557423,2.4985068,4.0667868,.46147761,9.212698,14.848323,1.5688381,1.5862494,3.1550875,.61618525,1.2431933,1.1748464,15.561708,2.7448132,2.5504112,-2.9550791,17.898703,1.1699438,-8.7880611,-.23846626,-5.8969498,2.5439501,-2.2516727,25.309086,-12.950015,2127.3301,2150.25,-3.3082149,0,0,0,0,4.0557423,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1986,Portugal,PRT,10032.7,60.1225,5718282.987823366,.2534959585341984,65.25661205313492,174995,1452.25,1575.58,25.45830028439238,.658952,0,3148770.25,5937274.5,4.096384,3.2370417,4.1783276,3.0602717,9.2136049,14.962523,1.57059,1.7501421,3.3207321,.55064958,1.2096016,1.0382967,15.24081,2.7239766,4.0641785,-2.0836592,11.154079,6.0545921,.17518997,16.389275,-8.7880611,-.23846626,2.5504112,17.898703,-2.9550791,2016.67,2074.8301,.46147761,0,0,0,0,4.096384,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1987,Portugal,PRT,10030,64.0594,6697395.480786762,.2772507086838111,71.23011614318762,90758,1369.25,1511.75,64.22132220382869,.673632,0,3349853.75,6779700,4.1598105,4.1623354,4.2659159,1.3551238,9.213336,15.024427,1.5451756,1.8429061,3.3880816,.50017262,1.1738046,1.012289,17.760513,2.8769777,6.3426495,15.300107,8.758831,7.8407288,-2.5414467,9.2764015,.17518997,16.389275,4.0641785,11.154079,-2.0836592,1452.25,1575.58,3.0602717,0,0,0,0,4.1598105,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1988,Portugal,PRT,10019.6,69.0235,8002763.948812863,.2946170424936469,78.31556604898523,-129443,1296.83333333333,1414.75,50.5966,.647301,0,3810761.75,8252039.5,4.234447,3.9238844,4.3607464,-1.6174786,9.2122984,15.153339,1.5802946,1.8873088,3.4676034,.4761807,1.1234818,1.0311487,20.335499,3.012368,7.4636459,13.539028,9.4830513,8.2996368,3.5119057,4.4402719,-2.5414467,9.2764015,6.3426495,8.758831,15.300107,1369.25,1511.75,1.3551238,0,0,0,0,4.234447,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1989,Portugal,PRT,10005,73.6837,9413779.271042299,.2877795528897394,88.18356347332522,87596,1482.72727272727,1494.33,52.6874,.602448,0,4262849,9463953,4.2997818,3.9643764,4.4794207,.93050832,9.2108402,15.265449,1.5751877,1.8606702,3.4358578,.45283079,1.0552788,1.0053298,21.204662,3.0542212,6.5334797,4.1853189,11.867428,4.2271614,-.5106926,-2.6638627,3.5119057,4.4402719,7.4636459,9.4830513,13.539028,1296.8334,1414.75,-1.6174786,0,0,0,0,4.2997818,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1990,Portugal,PRT,9983.219999999999,76.89870000000001,11071965.30602629,.2744597034524265,100,45812,1690.25,1540.25,50.8134,.594655,0,4700300.5,10815603,4.3424888,3.9281602,4.6051702,.41376576,9.2086611,15.363137,1.5493059,1.8863217,3.4356275,.4245227,1.0191777,.9768458,21.105595,3.0495381,4.2706966,-.46830177,12.574959,7.5466633,-2.5881767,2.5651455,-.5106926,-2.6638627,6.5334797,11.867428,4.1853189,1482.7273,1494.33,.93050832,1,0,0,0,4.3424888,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1991,Portugal,PRT,9967.879999999999,79.9547,12721132.15425692,.2649005414919173,111.4002766449644,-103767,1773.75,1453.67,43.209,.558967,0,5900786.5,13800980,4.3814602,3.7660489,4.71313,-.81570566,9.2071228,15.590596,1.6703434,1.8568574,3.5272007,.46385702,1.022824,1.0848862,21.180044,3.0530593,3.8971424,.3521204,10.795975,8.0400467,12.103748,-2.9464245,-2.5881767,2.5651455,4.2706966,12.574959,-.46830177,1690.25,1540.25,.41376576,0,1,1,0,4.3814602,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1992,Portugal,PRT,9969.960000000001,80.6005,14331654.19385072,.2669815146260976,121.3147790417591,-39836,1670.575,1383.17,38.1296,.501007,0,6863702,15537355,4.3895049,3.640991,4.7983885,-.27795812,9.2073317,15.741757,1.7360373,1.7811259,3.5171633,.47891903,.97992605,1.0841285,21.518843,3.068929,.80447197,1.5869617,8.5258484,3.4945488,6.5693855,-7.5731516,12.103748,-2.9464245,3.8971424,10.795975,.3521204,1773.75,1453.67,-.81570566,0,0,0,0,4.3895049,0,1,0,1,0,0,1,0,.35926676,0,8,,.044908345,0,.079318523,0,8,,.0099148154,0,.19249189,0,8,,.024061486,15,0,.27181053,0,8,,.033976316,-2.621974,-1.7792749,0,0,0,0,0,0,0,0,1
1993,Portugal,PRT,9982.59,78.86450000000001,15074382.43834774,.239839613461732,129.2003529608166,1320,1324.50833333333,1118.08,46.3619,.54399,0,7602678.5,17577058,4.3677311,3.836478,4.8613644,.008756578,9.2085981,15.844011,1.7740488,1.8497204,3.6237693,.50434428,1.0483342,1.1660217,18.914831,2.9399464,-2.1773815,-12.898254,6.2975883,.21457672,3.8011551,6.8594456,6.5693855,-7.5731516,.80447197,8.5258484,1.5869617,1670.575,1383.17,-.27795812,0,0,0,0,4.3677311,1,0,1,0,0,0,0,-.021773815,0,1,0,-.021773815,,.038011551,0,1,0,.038011551,,.068594456,0,1,0,.068594456,,15,.10660601,0,1,0,.10660601,,,,0,0,0,0,0,0,0,0,1
1994,Portugal,PRT,10004.1,79.4357,16327467.98433237,.2309038296612104,135.9185328277408,-252600,1110.66666666667,1047.92,55.7417,.571493,0,8196105,18833480,4.374948,4.0207286,4.9120555,-1.5470861,9.2107506,15.919169,1.7963634,1.9260503,3.7224135,.50198263,1.0734756,1.1534845,18.342007,2.909194,.72169304,-3.075242,5.0691128,.23756027,2.2314548,7.6329947,3.8011551,6.8594456,-2.1773815,6.2975883,-12.898254,1324.5083,1118.08,.008756578,0,0,0,0,4.374948,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1995,Portugal,PRT,10030.4,82.6074,17610519.3138,.2308963470786861,141.491378693568,-107500,978.6666666666671,1146.5,50.5424,.591547,0,9246430,20061232,4.4140992,3.9228127,4.9522386,-.6104306,9.213376,16.039747,1.8741326,1.9933783,3.8675108,.52505153,1.1165985,1.1391618,19.073748,2.948313,3.9151192,3.9119005,4.0183067,1.2711525,7.7769279,6.7327976,2.2314548,7.6329947,.72169304,5.0691128,-3.075242,1110.6666,1047.92,-1.5470861,0,0,0,0,4.4140992,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1996,Portugal,PRT,10057.9,85.37,18688230.353,.2364196075489492,145.8777515442036,-232300,736.666666666667,855.917,58.7282,.582075,0,10612916,21324268,4.4469948,4.0729198,4.982769,-1.2430283,9.216114,16.177582,1.9786987,2.0033655,3.9820642,.56789303,1.149968,1.1410533,20.183142,3.0048478,3.2895565,5.6534767,3.0530453,2.9722691,10.45661,.99872351,7.7769279,6.7327976,3.9151192,4.0183067,3.9119005,978.66669,1146.5,-.6104306,0,0,0,0,4.4469948,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1997,Portugal,PRT,10091.1,88.6579,20277932.3238,.2580913805877995,149.0871908611767,-961800,574.166666666667,635.833,92.48009999999999,.554901,0,13154025,24385828,4.4847851,4.5269933,5.0045314,-4.7430873,9.219409,16.392239,2.1682982,2.0121379,4.1804361,.64868671,1.2035877,1.2025796,22.88184,3.1303437,3.7790298,12.549591,2.1762371,2.9704571,18.959951,.87723732,10.45661,.99872351,3.2895565,3.0530453,5.6534767,736.66669,855.91699,-1.2430283,0,0,0,0,4.4847851,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1998,Portugal,PRT,10129.3,92.5273,22128501.473,.271165041066599,152.3879812668432,-1295600,430.833333333333,487.7500000000001,145.608,.517855,0,16745460,26106566,4.527504,4.9809179,5.0264297,-5.8548927,9.2231874,16.633638,2.3840213,2.0046999,4.3887215,.75673717,1.2745922,1.1797711,25.09017,3.2224762,4.2718887,9.2132568,2.189827,4.4812679,21.572304,-.74379444,18.959951,.87723732,3.7790298,2.1762371,12.549591,574.16669,635.83301,-4.7430873,0,0,0,0,4.527504,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1999,Portugal,PRT,10172,95.7581,23789394.602,.2725478463859229,155.6917527007083,-2067305.35966812,296.35,477.75,134.113,.514101,0,21284974,29536212,4.5618253,4.8986826,5.0478783,-8.6900291,9.2273941,16.873512,2.5982399,2.0441425,4.6423826,.89472532,1.4088264,1.2415706,26.098663,3.2618842,3.4321308,3.9407969,2.1448612,4.5220852,21.421862,3.9442539,21.572304,-.74379444,4.2718887,2.189827,9.2132568,430.83334,487.75,-5.8548927,0,0,0,0,4.5618253,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
2000,Portugal,PRT,10225.8,99.029,25524766.794,.2767768640480062,160.0573494464361,-2640024.555918094,439.176666666667,559.5,152.258,.5067199999999999,0,26094336,32576520,4.5954127,5.0255766,5.075532,-10.342992,9.2326689,17.077229,2.7690277,2.0671623,4.8361902,1.0223144,1.5290344,1.276271,27.408936,3.310869,3.3587456,4.8984766,2.7653694,3.1491756,17.078781,2.3019791,21.421862,3.9442539,3.4321308,2.1448612,3.9407969,296.35001,477.75,-8.6900291,1,0,0,0,4.5954127,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
2001,Portugal,PRT,10293,100.3753,26959015.022,.2697101977378022,167.115878557024,-2782442.009595342,426.178333333333,515.75,111.214,.5379,0,29547038,33923960,4.6089163,4.7114563,5.1186876,-10.321008,9.2392197,17.201494,2.8435869,2.1318383,4.9754252,1.0959984,1.6338984,1.2583531,27.072243,3.2985089,1.3503551,-1.2360096,4.315567,.82864761,7.4559212,6.4676046,17.078781,2.3019791,3.3587456,2.7653694,4.8984766,439.17667,559.5,-10.342992,0,1,1,0,4.6089163,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
2002,Portugal,PRT,10368.4,100.4056,28181153.294,.2559498317528296,173.2624005703513,-2320432.860690384,331.859166666667,500.667,83.91419999999999,.568086,0,32312486,34415340,4.6092181,4.4297948,5.1548071,-8.2339878,9.2465181,17.290964,2.8896389,2.1873562,5.0769949,1.1465992,1.7146852,1.2212183,25.698797,3.2464442,.030183792,-5.2064657,3.6119461,.8641243,4.6051979,5.5517912,7.4559212,6.4676046,1.3503551,4.315567,-1.2360096,426.17834,515.75,-10.321008,0,0,0,0,4.6092181,0,1,0,1,0,0,1,0,.24148703,0,9,,.026831891,0,1.1155901,0,9,,.12395445,0,.33763587,0,9,,.037515096,15,0,1.4532256,0,9,,.16146952,7.1361656,.26773334,0,0,0,0,0,0,0,0,1
2003,Portugal,PRT,10441.1,98.5771,28763553.504,.2359108397457343,178.9072895809334,-1850355.527810202,233.346666666667,417.833,74.9897,.593971,0,33418546,35129860,4.5908389,4.3173509,5.1868677,-6.4329863,9.2535048,17.324621,2.8842487,2.2133224,5.0975714,1.1618365,1.7558075,1.2213324,23.255407,3.1465378,-1.8379211,-9.9906445,3.2060623,-.33068657,-.53901672,2.5966167,4.6051979,5.5517912,.030183792,3.6119461,-5.2064657,331.85916,500.66699,-8.2339878,0,0,0,0,4.5908389,1,0,1,0,0,0,0,-.018379211,0,1,0,-.018379211,,-.0053901672,0,1,0,-.0053901672,,.025966167,0,1,0,.025966167,,15,.020576477,0,1,0,.020576477,,,,0,0,0,0,0,0,0,0,1
2004,Portugal,PRT,10502,99.1671,29934568.866,.2323957056652803,183.3960734765191,-2492643.20240375,210.633333333333,414.333,93.71120000000001,.6191179999999999,0,34743732,35941412,4.5968065,4.5402179,5.211648,-8.326972,9.2593212,17.36351,2.8925409,2.264096,5.1566372,1.1606559,1.7797738,1.2006657,23.046009,3.1374927,.5967617,-.90451241,2.4780273,1.9721985,.82921982,5.0773621,-.53901672,2.5966167,-1.8379211,3.2060623,-9.9906445,233.34666,417.83301,-6.4329863,0,0,0,0,4.5968065,0,1,0,1,0,0,1,0,.005967617,0,1,,.005967617,0,.0082921982,0,1,,.0082921982,0,.050773621,0,1,,.050773621,15,0,.059065819,0,1,,.059065819,-.11806488,2.5146999,0,0,0,0,0,0,0,0,1
2005,Portugal,PRT,10549.4,99.0895,30928157.658,.2295522755705942,187.2969079593646,-3192707.506308283,218.468333333333,343.75,100,.676787,0,37388088,37703044,4.5960236,4.6051702,5.2326951,-10.32298,9.2638245,17.436863,2.9403434,2.3602593,5.3006029,1.2088689,1.8856559,1.2190523,22.74622,3.1243989,-.078296661,-1.309371,2.1047115,1.6196728,4.7802448,9.6163273,.82921982,5.0773621,.5967617,2.4780273,-.90451241,210.63333,414.33301,-8.326972,0,0,0,0,4.5960236,1,0,1,0,0,0,0,-.00078296661,0,1,0,-.00078296661,,.047802448,0,1,0,.047802448,,.096163273,0,1,0,.096163273,,15,.14396572,0,1,0,.14396572,,,,0,0,0,0,0,0,0,0,1
2006,Portugal,PRT,10584.3,100,32248532.11,.2231214447794597,192.9963528685681,-3445764.22455418,307.9225,391.5,126.858,.69435,0,41466292,40912360,4.6051702,4.8430681,5.2626715,-10.685026,9.267127,17.540392,3.0105934,2.3944054,5.4049988,1.285835,1.980185,1.268658,22.312145,3.1051311,.91466904,-1.9267797,2.9976368,.34899712,7.0250034,3.414607,4.7802448,9.6163273,-.078296661,2.1047115,-1.309371,218.46834,343.75,-10.32298,0,0,0,0,4.6051702,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
2007,Portugal,PRT,10608.3,101.6419,33945411.758,.2222384965656542,197.6726544985735,-3429169.546331489,427.760833333333,442.417,160.052,.683833,0,45887924,46464512,4.6214557,5.0754986,5.2866125,-10.102012,9.269392,17.641712,3.0857077,2.4042182,5.4899259,1.3518152,2.0356481,1.368801,22.588743,3.1174517,1.6285419,1.2320518,2.394104,1.1808872,7.511425,.98128319,7.0250034,3.414607,.91466904,2.9976368,-1.9267797,307.92249,391.5,-10.685026,1,0,0,0,4.6214557,0,1,0,0,1,0,1,0,.02543211,0,2,,.012716055,0,.14536428,0,2,,.072682142,0,.043958902,0,2,,.021979451,15,0,.18932295,0,2,,.094661474,7.1473179,.35229999,0,0,0,0,0,0,0,0,
2008,Portugal,PRT,10622,101.4618,34479495.806,.2246425518801277,202.9129565693307,-4357518.67996228,463.423333333333,452.25,113.504,.716943,1,49796320,53791728,4.6196823,4.7318382,5.312777,-12.638,9.2706823,17.723452,3.1399922,2.439657,5.579649,1.44423,2.1611729,1.5601077,22.792637,3.1264374,-.17733574,.89857578,2.6164532,1.4377117,5.4284573,3.5438776,7.511425,.98128319,1.6285419,2.394104,1.2320518,427.76083,442.41699,-10.102012,0,1,1,0,4.6196823,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,0,0,0,0,,0,
2009,Portugal,PRT,10632,98.50369999999999,33787030.978,.2054803624302049,201.0806525715096,-3689205.91248782,122.835833333333,421.083,93.5898,.832184,0,51278084,61465776,4.5900941,4.5389214,5.3037062,-10.919001,9.2716236,17.752773,3.1774435,2.5765562,5.7539997,1.5176854,2.3498695,1.8192121,20.240576,3.0076892,-2.9588223,-11.874819,-.90708733,-1.0477066,3.7451267,13.689923,5.4284573,3.5438776,-.17733574,2.6164532,.89857578,463.42334,452.25,-12.638,0,0,0,0,4.5900941,1,0,1,0,0,0,0,-.03136158,0,2,0,-.01568079,,.09173584,0,2,0,.04586792,,.17233801,0,2,0,.086169004,,15,.26407385,0,2,0,.13203692,,,,0,0,0,0,0,,,0,
2010,Portugal,PRT,10637,100.3651,34655318.52,.1957057734582899,203.8736628357279,-3662720.614378801,81.0958333333333,539.583,95.7526,.935486,0,51290512,65241856,4.6088147,4.5617676,5.3175006,-10.569,9.2720938,17.753016,3.1634212,2.7046783,5.8680992,1.4800185,2.4155045,1.8825929,19.642029,2.9776716,1.8720627,-3.0017614,1.3794422,2.4255753,-1.402235,12.812209,3.7451267,13.689923,-2.9588223,-.90708733,-11.874819,122.83583,421.08301,-10.919001,0,0,0,0,4.6088147,0,1,0,1,0,0,1,0,.018720627,0,1,,.018720627,0,-.01402235,0,1,,-.01402235,0,.12812209,0,1,,.12812209,15,0,.1140995,0,1,,.1140995,-3.7666917,10.3302,0,0,0,0,,,,0,
2011,Portugal,PRT,10562.2,99.2559,34307682.732,.1798616224302561,211.1254490227948,-2404625.48268588,139.06,1024.08,86.9898,1.08069,0,50804744,66308220,4.5977015,4.4657907,5.3524523,-7.0090003,9.2650366,17.7435,3.1260109,2.8109908,5.9370017,1.4808562,2.5615461,1.9327513,17.852327,2.882134,-1.1113167,-9.5537663,3.4951687,-3.185463,-3.7410259,10.631251,-1.402235,12.812209,1.8720627,1.3794422,-3.0017614,81.095833,539.58301,-10.569,0,0,0,0,4.5977015,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,15,0,0,0,0,,,,,0,0,,0,,,,0,
2012,Portugal,PRT,10513.60852502113,96.44499999999999,33100981.574,.160436565378815,216.9884027421578,-512403.19476552,57.31833333333331,1054.75,65.7362,,0,47991380,,4.5689731,4.1856499,5.3798437,-1.548,9.2604256,17.686531,3.0462618,,,1.4498477,,,15.473305,2.7391162,-2.8728485,-14.301777,2.7391434,-5.1694393,-7.9749107,,-3.7410259,10.631251,-1.1113167,3.4951687,-9.5537663,139.06,1024.08,-7.0090003,0,0,0,0,4.5689731,1,0,1,0,0,0,0,-.039841652,0,2,0,-.019920826,,-.11715937,0,2,0,-.058579683,,,0,2,0,,,15,,0,2,0,,,,,,0,,0,,,,0,
1870,Sweden,SWE,4169,5.7079,937.8157,.0943082,2.559929,3.3,450,490.2,.359,.126683,0,,162.958,1.7418512,-1.0244329,.93997955,.3518815,8.3354311,,,-4.4979248,,,,.17376335,.53830177,-.61933595,,,,,,,,,,,,,,,0,0,0,0,1.7418512,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,16,0,0,0,0,,,,,0,,0,,0,0,0,0,1
1871,Sweden,SWE,4186,5.8764,981.7765000000001,.0860242,2.623927,3.7,427.8230000000001,480.77,.497,.123498,0,258.471,219.307,1.7709444,-.69916523,.96467203,.37686786,8.3395004,5.5547833,-3.7493892,-4.5063391,-8.2557278,.26326868,.38676667,.22337772,.5055126,-.68218231,2.9093146,-6.2846365,2.4692476,6.3022614,,-.84142685,,,,,,450,490.20001,.3518815,0,0,0,0,1.7709444,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,16,0,0,0,0,,,,,0,0,0,,0,0,0,0,1
1872,Sweden,SWE,4227,6.0688,1119.702,.1276635,2.719924,2.6,400,476.19,.5610000000000001,.10968,0,300.546,284.344,1.8031609,-.5780344,1.0006039,.23220463,8.3492479,5.7056007,-3.6442511,-4.5392222,-8.1834736,.26841605,.37809604,.25394613,.77476424,-.25519651,3.2216549,42.698582,3.5931885,.95353127,10.513806,-3.2883167,,-.84142685,2.9093146,2.4692476,-6.2846365,427.823,480.76999,.37686786,0,0,0,0,1.8031609,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,16,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1873,Sweden,SWE,4274,6.2351,1267.578,.1681725,2.943918,-24.1,451.644,495.05,.538,.092454,0,359.109,346.495,1.8301946,-.61989671,1.0797414,-1.9012637,8.3603058,5.883626,-3.5564213,-4.676228,-8.2326488,.28330329,.37575728,.27335203,1.0485723,.047429528,2.7033687,30.262604,7.9137444,2.9224634,8.7829828,-13.700581,10.513806,-3.2883167,3.2216549,3.5931885,42.698582,400,476.19,.23220463,1,0,0,0,1.8301946,0,1,0,1,0,0,1,0,,0,,,,0,,0,,,,0,,0,,,,16,0,,0,,,,,,0,0,0,0,0,0,0,0,1
1874,Sweden,SWE,4320,6.0989,1369.244,.1691756,3.039915,-43.1,511.156,471.7,.507,.092623,0,420.11,401.265,1.8081084,-.67924428,1.1118295,-3.1477225,8.3710108,6.0405164,-3.4423239,-4.6400442,-8.0823679,.30681893,.39944193,.29305586,1.031785,.031290323,-2.2086143,-1.6139206,3.2088161,4.3950796,11.409736,3.6183834,8.7829828,-13.700581,2.7033687,7.9137444,30.262604,451.64401,495.04999,-1.9012637,0,0,1,0,1.8081084,1,0,1,0,0,0,0,-.022086143,0,1,0,-.022086143,,.11409736,0,1,0,.11409736,,.036183834,0,1,0,.036183834,,16,.15028095,0,1,0,.15028095,,,,0,0,0,0,0,0,0,0,1
1875,Sweden,SWE,4362,6.1852,1340.202,.1706855,3.007916,-39.1,550,458.72,.477,.103149,0,455.803,410.873,1.8221593,-.74023879,1.1012474,-2.9174707,8.3806858,6.1220608,-3.3598723,-4.5529385,-7.9128108,.34010023,.44324923,.30657542,1.0557239,.054226696,1.4050841,2.2936373,-1.0582089,-3.0220509,8.2451582,8.7105751,11.409736,3.6183834,-2.2086143,3.2088161,-1.6139206,511.15601,471.70001,-3.1477225,0,0,1,0,1.8221593,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,16,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1876,Sweden,SWE,4407,6.5396,1416.49,.1517778,3.039915,-39.6,529.991,462.96,.462,.121821,0,502.447,448.808,1.877876,-.77219039,1.1118295,-2.7956429,8.3909492,6.2194901,-3.2832887,-4.3520441,-7.6353331,.35471269,.47653368,.31684515,.99256611,-.0074616605,5.5716753,-6.1688356,1.0582089,9.6342564,7.6583624,20.089436,8.2451582,8.7105751,1.4050841,-1.0582089,2.2936373,550,458.72,-2.9174707,0,0,1,0,1.877876,0,1,0,1,0,0,1,0,.069767594,0,2,,.034883797,0,.15903521,0,2,,.079517603,0,.28800011,0,2,,.14400005,16,0,.44703484,0,2,,.22351742,2.3946881,1.4599,0,0,0,0,0,0,0,0,1
1877,Sweden,SWE,4457,6.4205,1389.808,.1521846,3.007916,-64.09999999999999,548.414,462.96,.46,.129181,0,534.616,456.159,1.859496,-.77652878,1.1012474,-4.6121478,8.4022312,6.2815485,-3.22193,-4.3130984,-7.5350285,.38466898,.51384997,.32821727,.97710121,-.023165043,-1.8380046,-1.5703382,-1.0582089,-1.3506651,6.135869,3.8945675,7.6583624,20.089436,5.5716753,1.0582089,-6.1688356,529.99103,462.95999,-2.7956429,0,0,1,0,1.859496,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,16,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1
1878,Sweden,SWE,4508,6.2913,1295.352,.1418509,2.815922,-34.2,583.271,459.77,.425,.166978,1,547.744,444.129,1.8391677,-.8556661,1.0352898,-2.640209,8.4136086,6.3058081,-3.1430902,-4.0722537,-7.215344,.42285341,.58983141,.34286356,.89242655,-.11381107,-2.0328283,-9.0646029,-6.5957665,-4.9313307,7.8839779,24.084473,6.135869,3.8945675,-1.8380046,-1.0582089,-1.5703382,548.414,462.95999,-4.6121478,0,0,1,0,1.8391677,1,0,1,0,0,0,0,-.038708329,0,2,0,-.019354165,,.14019847,0,2,0,.070099235,,.2797904,0,2,0,.1398952,,16,.41998911,0,2,0,.20999455,,,,0,0,0,0,0,0,0,0,1
1879,Sweden,SWE,4555,6.6819,1264.703,.1133468,2.655926,-18.1,545.972,416.67,.403,.175385,0,534.259,435.266,1.8994024,-.90881872,.97679335,-1.4311661,8.4239807,6.2808809,-3.1198931,-3.9989531,-7.1188459,.42243832,.59782332,.34416461,.75737196,-.27790079,6.0234666,-16.408972,-5.8496418,5.9719324,2.3197174,7.33006,7.8839779,24.084473,-2.0328283,-6.5957665,-9.0646029,583.271,459.76999,-2.640209,0,1,1,0,1.8994024,0,1,0,0,1,0,1,0,.060234666,0,1,,.060234666,0,.023197174,0,1,,.023197174,0,.0733006,0,1,,.0733006,16,0,.096498013,0,1,,.096498013,-.041508675,.84069997,0,0,0,0,0,0,0,0,1
